 &plot nbnd=  70, nks=   628 /
            0.000000  0.000000  0.000000
  -36.901  -36.851  -36.063  -36.026  -35.321  -35.295  -14.506  -13.842  -13.604  -13.033
  -12.868  -12.868  -12.824  -12.822  -11.989  -11.987  -11.947  -11.945  -11.940  -11.759
  -11.314  -11.312  -11.281  -11.280  -10.427   -9.706   -8.901   -7.833    7.230    7.388
    8.563    9.342    9.694   10.412   10.423   11.569   11.581   11.587   11.770   11.778
   11.833   13.255   13.268   13.452   14.928   15.861   16.314   16.315   16.499   16.502
   18.388   18.391   18.469   18.585   18.593   18.594   20.525   20.528   20.634   20.635
   21.168   21.667   22.281   22.283   22.385   22.388   22.654   22.657   22.722   22.725
           -0.073334 -0.037750  0.000000
  -36.892  -36.842  -36.054  -36.017  -35.314  -35.288  -14.484  -13.825  -13.579  -13.032
  -12.948  -12.906  -12.881  -12.836  -12.121  -12.062  -12.001  -11.959  -11.834  -11.718
  -11.367  -11.334  -11.322  -11.290  -10.390   -9.669   -8.898   -7.836    7.346    7.475
    8.628    9.256    9.652   10.255   10.406   11.130   11.381   11.408   11.758   11.951
   12.058   13.170   13.247   13.366   15.096   15.755   16.254   16.337   16.418   16.527
   17.999   18.212   18.253   18.477   18.510   18.636   20.372   20.540   20.657   20.812
   21.278   21.763   22.085   22.229   22.354   22.516   22.522   22.644   22.671   22.757
           -0.146669 -0.075501  0.000000
  -36.867  -36.817  -36.029  -35.993  -35.294  -35.268  -14.426  -13.783  -13.513  -13.187
  -13.138  -12.946  -12.915  -12.871  -12.339  -12.285  -12.036  -11.993  -11.742  -11.667
  -11.510  -11.473  -11.349  -11.317  -10.300   -9.571   -8.899   -7.854    7.640    7.742
    8.815    9.108    9.468   10.171   10.463   10.743   11.278   11.312   11.892   12.112
   12.228   13.168   13.287   13.376   15.398   15.633   16.103   16.311   16.428   16.609
   17.358   17.542   18.050   18.233   18.326   18.570   19.953   20.185   21.047   21.198
   21.467   21.744   21.849   22.120   22.570   22.621   22.746   22.758   22.861   22.941
           -0.220003 -0.113251  0.000000
  -36.830  -36.780  -35.993  -35.957  -35.265  -35.238  -14.373  -13.786  -13.445  -13.400
  -13.350  -12.964  -12.920  -12.903  -12.583  -12.539  -12.085  -12.042  -11.720  -11.677
  -11.658  -11.622  -11.388  -11.356  -10.193   -9.446   -8.934   -7.907    7.964    8.174
    8.923    8.997    9.304   10.056   10.404   10.443   11.114   11.222   12.056   12.181
   12.397   13.207   13.425   13.516   15.425   15.678   16.007   16.201   16.530   16.682
   16.788   16.929   17.933   18.048   18.053   18.324   19.398   19.696   21.478   21.572
   21.662   21.695   22.051   22.442   22.766   22.846   22.922   23.001   23.177   23.293
           -0.293337 -0.151001  0.000000
  -36.789  -36.739  -35.952  -35.916  -35.232  -35.206  -14.388  -13.973  -13.499  -13.432
  -13.384  -13.018  -12.980  -12.974  -12.734  -12.689  -12.140  -12.096  -11.893  -11.851
  -11.650  -11.625  -11.431  -11.399  -10.090   -9.315   -9.018   -8.010    8.189    8.478
    8.906    9.045    9.382    9.933   10.145   10.253   10.943   11.045   12.208   12.268
   12.542   13.319   13.591   13.642   15.226   15.409   16.006   16.157   16.489   16.573
   16.692   16.730   17.751   17.978   18.016   18.068   18.907   19.274   21.527   21.769
   22.139   22.239   22.393   22.745   23.065   23.115   23.206   23.346   23.545   23.633
           -0.366671 -0.188752  0.000000
  -36.751  -36.701  -35.915  -35.879  -35.203  -35.176  -14.481  -14.218  -13.506  -13.433
  -13.373  -13.194  -13.067  -13.023  -12.753  -12.672  -12.188  -12.144  -12.031  -11.991
  -11.662  -11.636  -11.469  -11.437   -9.996   -9.188   -9.139   -8.147    8.205    8.654
    8.909    9.133    9.563    9.832    9.858   10.321   10.810   10.993   12.317   12.363
   12.633   13.440   13.714   13.722   14.860   15.114   16.068   16.233   16.519   16.548
   16.656   16.723   17.480   17.810   18.152   18.238   18.568   19.016   21.665   21.932
   22.655   22.731   22.762   23.122   23.366   23.488   23.620   23.693   23.894   23.968
           -0.440006 -0.226502  0.000000
  -36.725  -36.675  -35.888  -35.854  -35.183  -35.156  -14.575  -14.395  -13.558  -13.410
  -13.371  -13.315  -13.100  -13.056  -12.715  -12.644  -12.222  -12.176  -12.100  -12.066
  -11.688  -11.656  -11.496  -11.464   -9.919   -9.255   -9.079   -8.279    8.195    8.714
    8.812    9.133    9.489    9.780    9.828   10.574   10.737   11.053   12.359   12.422
   12.607   13.468   13.749   13.802   14.563   14.931   16.208   16.321   16.514   16.578
   16.627   16.691   17.326   17.715   18.328   18.368   18.414   18.911   21.813   22.116
   23.015   23.068   23.134   23.468   23.714   23.880   23.916   23.953   24.199   24.301
           -0.513340 -0.264252  0.000000
  -36.716  -36.666  -35.879  -35.844  -35.175  -35.149  -14.612  -14.459  -13.591  -13.426
  -13.383  -13.309  -13.112  -13.068  -12.692  -12.637  -12.234  -12.188  -12.114  -12.089
  -11.701  -11.667  -11.505  -11.473   -9.886   -9.308   -9.032   -8.339    8.199    8.641
    8.780    9.088    9.442    9.678    9.830   10.631   10.683   11.095   12.370   12.378
   12.493   13.439   13.700   13.743   14.445   14.865   16.292   16.356   16.491   16.566
   16.601   16.678   17.270   17.676   18.299   18.392   18.478   18.890   21.878   22.204
   23.141   23.185   23.374   23.573   23.947   24.012   24.029   24.045   24.336   24.437
           -0.485536  0.312425  0.000000
  -36.716  -36.666  -35.879  -35.844  -35.175  -35.149  -14.612  -14.459  -13.591  -13.426
  -13.383  -13.309  -13.112  -13.068  -12.692  -12.637  -12.234  -12.188  -12.114  -12.089
  -11.701  -11.667  -11.505  -11.473   -9.886   -9.308   -9.032   -8.340    8.199    8.641
    8.780    9.088    9.442    9.678    9.830   10.632   10.683   11.095   12.370   12.378
   12.493   13.439   13.700   13.743   14.445   14.865   16.292   16.357   16.492   16.566
   16.601   16.678   17.270   17.675   18.299   18.391   18.478   18.891   21.878   22.204
   23.141   23.185   23.374   23.573   23.947   24.012   24.029   24.045   24.336   24.437
           -0.475825  0.306176  0.000000
  -36.716  -36.666  -35.879  -35.845  -35.175  -35.149  -14.611  -14.458  -13.590  -13.425
  -13.383  -13.309  -13.111  -13.068  -12.693  -12.637  -12.233  -12.188  -12.114  -12.088
  -11.700  -11.667  -11.505  -11.473   -9.887   -9.307   -9.033   -8.338    8.215    8.644
    8.790    9.096    9.450    9.692    9.831   10.646   10.684   11.100   12.380   12.388
   12.510   13.451   13.716   13.759   14.453   14.870   16.291   16.357   16.492   16.568
   16.602   16.679   17.274   17.680   18.302   18.390   18.478   18.893   21.877   22.202
   23.139   23.183   23.369   23.574   23.942   24.010   24.028   24.043   24.334   24.435
           -0.466114  0.299928  0.000000
  -36.717  -36.666  -35.880  -35.845  -35.176  -35.149  -14.609  -14.454  -13.588  -13.422
  -13.385  -13.310  -13.111  -13.067  -12.694  -12.638  -12.233  -12.187  -12.113  -12.087
  -11.700  -11.666  -11.504  -11.472   -9.889   -9.303   -9.036   -8.334    8.220    8.657
    8.792    9.105    9.457    9.701    9.836   10.655   10.679   11.102   12.384   12.393
   12.524   13.453   13.730   13.762   14.463   14.880   16.285   16.356   16.493   16.570
   16.603   16.681   17.279   17.684   18.307   18.386   18.474   18.896   21.874   22.197
   23.131   23.176   23.351   23.572   23.925   24.005   24.020   24.038   24.326   24.427
           -0.456404  0.293679  0.000000
  -36.718  -36.667  -35.881  -35.846  -35.177  -35.150  -14.605  -14.448  -13.584  -13.417
  -13.387  -13.311  -13.109  -13.066  -12.697  -12.638  -12.231  -12.186  -12.112  -12.085
  -11.698  -11.665  -11.503  -11.471   -9.892   -9.298   -9.041   -8.328    8.206    8.667
    8.782    9.105    9.458    9.714    9.832   10.663   10.670   11.092   12.370   12.390
   12.554   13.467   13.736   13.751   14.477   14.892   16.275   16.353   16.496   16.571
   16.606   16.683   17.285   17.691   18.315   18.379   18.466   18.902   21.867   22.188
   23.118   23.164   23.319   23.563   23.892   23.995   24.005   24.029   24.311   24.411
           -0.446693  0.287431  0.000000
  -36.719  -36.669  -35.882  -35.847  -35.178  -35.151  -14.600  -14.439  -13.580  -13.411
  -13.389  -13.312  -13.108  -13.064  -12.700  -12.639  -12.230  -12.184  -12.111  -12.082
  -11.696  -11.663  -11.502  -11.470   -9.897   -9.290   -9.047   -8.319    8.210    8.683
    8.793    9.120    9.466    9.759    9.834   10.651   10.712   11.090   12.376   12.451
   12.575   13.476   13.750   13.825   14.492   14.896   16.264   16.348   16.505   16.573
   16.618   16.683   17.293   17.698   18.325   18.374   18.461   18.899   21.857   22.175
   23.101   23.149   23.281   23.551   23.857   23.984   23.986   24.019   24.294   24.397
           -0.436982  0.281182  0.000000
  -36.720  -36.670  -35.884  -35.849  -35.179  -35.152  -14.593  -14.427  -13.574  -13.406
  -13.389  -13.313  -13.106  -13.062  -12.704  -12.640  -12.228  -12.182  -12.108  -12.078
  -11.694  -11.661  -11.500  -11.468   -9.902   -9.280   -9.055   -8.308    8.225    8.698
    8.817    9.136    9.480    9.789    9.849   10.636   10.742   11.089   12.385   12.470
   12.607   13.490   13.766   13.847   14.515   14.922   16.249   16.343   16.509   16.577
   16.622   16.687   17.305   17.707   18.339   18.364   18.451   18.906   21.846   22.160
   23.079   23.128   23.240   23.533   23.818   23.960   23.968   24.003   24.270   24.374
           -0.427272  0.274934  0.000000
  -36.722  -36.672  -35.886  -35.851  -35.180  -35.154  -14.586  -14.414  -13.567  -13.406
  -13.383  -13.314  -13.103  -13.059  -12.709  -12.642  -12.225  -12.180  -12.105  -12.073
  -11.691  -11.659  -11.498  -11.466   -9.910   -9.269   -9.066   -8.295    8.211    8.707
    8.808    9.129    9.484    9.775    9.832   10.608   10.731   11.070   12.368   12.455
   12.595   13.473   13.751   13.834   14.533   14.918   16.230   16.333   16.511   16.577
   16.624   16.688   17.313   17.706   18.347   18.350   18.435   18.904   21.831   22.140
   23.052   23.103   23.193   23.506   23.770   23.926   23.946   23.981   24.239   24.342
           -0.417561  0.268685  0.000000
  -36.725  -36.675  -35.888  -35.853  -35.182  -35.156  -14.577  -14.398  -13.559  -13.410
  -13.373  -13.315  -13.100  -13.056  -12.714  -12.644  -12.222  -12.177  -12.100  -12.067
  -11.688  -11.657  -11.496  -11.464   -9.918   -9.257   -9.077   -8.281    8.195    8.713
    8.811    9.133    9.487    9.779    9.828   10.578   10.736   11.055   12.359   12.423
   12.605   13.468   13.749   13.802   14.558   14.929   16.211   16.323   16.514   16.578
   16.626   16.690   17.324   17.714   18.330   18.365   18.416   18.910   21.815   22.119
   23.020   23.073   23.141   23.473   23.721   23.886   23.920   23.956   24.204   24.306
           -0.407850  0.262437  0.000000
  -36.727  -36.677  -35.891  -35.856  -35.184  -35.158  -14.566  -14.379  -13.551  -13.415
  -13.362  -13.313  -13.097  -13.053  -12.720  -12.646  -12.219  -12.174  -12.095  -12.060
  -11.685  -11.654  -11.493  -11.461   -9.927   -9.243   -9.090   -8.265    8.212    8.727
    8.824    9.141    9.509    9.784    9.836   10.550   10.744   11.044   12.371   12.420
   12.625   13.469   13.753   13.803   14.598   14.949   16.193   16.316   16.518   16.579
   16.629   16.695   17.339   17.725   18.311   18.386   18.397   18.923   21.799   22.097
   22.982   23.039   23.092   23.435   23.671   23.842   23.890   23.930   24.167   24.268
           -0.398139  0.256188  0.000000
  -36.730  -36.680  -35.894  -35.859  -35.187  -35.160  -14.555  -14.359  -13.541  -13.420
  -13.355  -13.306  -13.093  -13.049  -12.725  -12.649  -12.215  -12.170  -12.088  -12.053
  -11.681  -11.651  -11.490  -11.458   -9.936   -9.228   -9.104   -8.248    8.213    8.732
    8.842    9.148    9.522    9.793    9.839   10.517   10.755   11.037   12.378   12.413
   12.646   13.470   13.763   13.798   14.637   14.971   16.172   16.304   16.522   16.577
   16.633   16.700   17.355   17.737   18.289   18.375   18.408   18.936   21.780   22.073
   22.941   23.000   23.045   23.394   23.622   23.794   23.857   23.900   24.127   24.226
           -0.388429  0.249940  0.000000
  -36.734  -36.684  -35.897  -35.862  -35.189  -35.163  -14.543  -14.336  -13.532  -13.426
  -13.353  -13.293  -13.089  -13.045  -12.731  -12.652  -12.211  -12.166  -12.081  -12.044
  -11.678  -11.648  -11.487  -11.455   -9.947   -9.212   -9.118   -8.230    8.205    8.727
    8.841    9.147    9.540    9.804    9.838   10.477   10.769   11.021   12.379   12.408
   12.643   13.464   13.763   13.798   14.676   14.991   16.153   16.293   16.528   16.571
   16.637   16.704   17.372   17.748   18.266   18.352   18.432   18.947   21.760   22.047
   22.896   22.958   22.982   23.347   23.569   23.741   23.821   23.867   24.085   24.181
           -0.378718  0.243691  0.000000
  -36.737  -36.687  -35.901  -35.866  -35.192  -35.165  -14.529  -14.311  -13.523  -13.431
  -13.355  -13.275  -13.084  -13.040  -12.737  -12.656  -12.206  -12.161  -12.072  -12.033
  -11.674  -11.645  -11.483  -11.451   -9.957   -9.196   -9.133   -8.212    8.215    8.720
    8.874    9.151    9.554    9.818    9.838   10.443   10.785   11.020   12.380   12.410
   12.659   13.465   13.758   13.803   14.717   15.015   16.131   16.280   16.533   16.563
   16.642   16.710   17.392   17.760   18.241   18.327   18.459   18.960   21.738   22.020
   22.846   22.912   22.933   23.296   23.519   23.685   23.781   23.832   24.042   24.136
           -0.369007  0.237443  0.000000
